Date,*ST盈方000670.SZ,*ST德豪002005.SZ,紫光国微002049.SZ,苏州固锝002079.SZ,中环股份002129.SZ,通富微电002156.SZ,纳思达002180.SZ,华天科技002185.SZ,拓日新能002218.SZ,北方华创002371.SZ,国星光电002449.SZ,协鑫集成002506.SZ,爱康科技002610.SZ,亚玛顿002623.SZ,万润科技002654.SZ,木林森002745.SZ,天龙光电300029.SZ,台基股份300046.SZ,欧比特300053.SZ,国民技术300077.SZ,易成新能300080.SZ,乾照光电300102.SZ,向日葵300111.SZ,东方日升300118.SZ,晓程科技300139.SZ,东软载波300183.SZ,北京君正300223.SZ,瑞丰光电300241.SZ,长方集团300301.SZ,聚飞光电300303.SZ,晶盛机电300316.SZ,华灿光电300323.SZ,中颖电子300327.SZ,南大光电300346.SZ,扬杰科技300373.SZ,艾比森300389.SZ,中来股份300393.SZ,耐威科技300456.SZ,全志科技300458.SZ,富瀚微300613.SZ,捷捷微电300623.SZ,圣邦股份300661.SZ,富满电子300671.SZ,国科微300672.SZ,聚灿光电300708.SZ,捷佳伟创300724.SZ,航天机电600151.SH,上海贝岭600171.SH,华微电子600360.SH,*ST海润600401.SH,士兰微600460.SH,亿晶光电600537.SH,长电科技600584.SH,太极实业600667.SH,三安光电600703.SH,隆基股份601012.SH,京运通601908.SH,晶方科技603005.SH,芯能科技603105.SH,汇顶科技603160.SH,金辰股份603396.SH,韦尔股份603501.SH,福斯特603806.SH,兆易创新603986.SH
2018-05-03,270439149.0000,0.0000,2335755801.0000,154064433.0000,0.0000,357643750.0000,125709534.0000,391346072.0000,19268247.0000,1057759940.0000,98440371.0000,0.0000,58139177.0000,16824684.0000,129751676.0000,225368165.0000,9211061.0000,328357369.0000,279162119.0000,951334409.0000,0.0000,132048284.0000,15426018.0000,68593911.0000,139610188.0000,128855555.0000,289406712.0000,63018344.0000,10442166.0000,25389858.0000,748397929.0000,105507955.0000,207727261.0000,130210722.0000,203657786.0000,46356232.0000,12872982.0000,125311449.0000,210636063.0000,152903960.0000,182323433.0000,133638464.0000,126276648.0000,143198294.0000,141380565.0000,0.0000,41988523.0000,471471279.0000,225872042.0000,0.0000,879337693.0000,12979402.0000,881680403.0000,420705993.0000,1769953494.0000,552697770.0000,99996907.0000,151317788.0000,0.0000,872912572.0000,39427881.0000,131784755.0000,43670223.0000,1201160325.0000
2018-05-04,686738270.0000,0.0000,3366741680.0000,106543716.0000,0.0000,307378388.0000,117516584.0000,333367810.0000,16664971.0000,897171163.0000,80932986.0000,0.0000,54771198.0000,19761534.0000,89660276.0000,142916948.0000,9324970.0000,355471821.0000,235483889.0000,1000607103.0000,0.0000,94267421.0000,7109322.0000,68152723.0000,174598986.0000,75940337.0000,253709663.0000,41102259.0000,11242515.0000,20174936.0000,579248963.0000,94537038.0000,180311417.0000,153203707.0000,160795034.0000,41281701.0000,9284307.0000,57788251.0000,145504232.0000,155273354.0000,151872329.0000,128964877.0000,105048905.0000,186524292.0000,146142209.0000,0.0000,41637542.0000,414720568.0000,226251806.0000,0.0000,941061150.0000,9667742.0000,1059930908.0000,208762446.0000,1143981195.0000,433013249.0000,169602328.0000,119685544.0000,0.0000,466644855.0000,31561488.0000,256197067.0000,31392229.0000,861008205.0000
2018-05-07,514791637.0000,0.0000,2221365742.0000,93785926.0000,0.0000,272634193.0000,189297999.0000,276937145.0000,24031181.0000,728338154.0000,96159774.0000,0.0000,47007089.0000,17662306.0000,84947928.0000,312156991.0000,9529847.0000,318627721.0000,249704827.0000,596136948.0000,0.0000,91021958.0000,15997810.0000,0.0000,104557132.0000,65529929.0000,171517542.0000,70511887.0000,5477586.0000,28659981.0000,550218812.0000,102122336.0000,149437892.0000,141464956.0000,156755784.0000,43911767.0000,41055184.0000,61176449.0000,134408340.0000,103841072.0000,176074578.0000,89096232.0000,102599390.0000,137111647.0000,124173075.0000,0.0000,34812902.0000,293774248.0000,162136787.0000,0.0000,728023409.0000,18869211.0000,613215178.0000,182180148.0000,806242580.0000,699269696.0000,172166498.0000,109178094.0000,0.0000,363440567.0000,57414417.0000,181162823.0000,71905880.0000,539890561.0000
2018-05-08,321477874.0000,0.0000,2657725864.0000,77182217.0000,2066331406.0000,249619988.0000,139013338.0000,294097097.0000,20047096.0000,718105789.0000,83932255.0000,0.0000,36968708.0000,15623569.0000,120730050.0000,244101920.0000,8047467.0000,258008725.0000,204085743.0000,675633495.0000,0.0000,88847116.0000,10410964.0000,0.0000,93784790.0000,79402613.0000,176135297.0000,43127276.0000,8744932.0000,25822622.0000,352019192.0000,81567789.0000,130568674.0000,138210953.0000,155221732.0000,26165880.0000,51476587.0000,65225234.0000,171400753.0000,113076494.0000,130369467.0000,90505044.0000,85878825.0000,115354027.0000,131827101.0000,0.0000,58475559.0000,335508024.0000,159718519.0000,0.0000,743531557.0000,13415286.0000,565312633.0000,151257402.0000,1066569174.0000,1136863359.0000,96930678.0000,105606710.0000,0.0000,297780701.0000,60566344.0000,175574733.0000,47170119.0000,531509519.0000
2018-05-09,671980499.0000,0.0000,1908758195.0000,123906675.0000,982116678.0000,258477123.0000,133896536.0000,321248995.0000,21130681.0000,793722322.0000,92449469.0000,0.0000,31266778.0000,23611658.0000,72365135.0000,208020493.0000,9415380.0000,281005089.0000,227193096.0000,586699762.0000,0.0000,85827808.0000,10422353.0000,0.0000,107337943.0000,79418171.0000,212288627.0000,107829080.0000,11678458.0000,24261511.0000,448879888.0000,96855444.0000,181185307.0000,90059226.0000,200601005.0000,42809560.0000,37438076.0000,41205194.0000,141442078.0000,139213285.0000,136490511.0000,71458348.0000,91757326.0000,154867940.0000,160606443.0000,0.0000,40888540.0000,352711898.0000,224514603.0000,0.0000,735116746.0000,11765005.0000,486305596.0000,207111208.0000,616320763.0000,435956790.0000,79505771.0000,102857407.0000,0.0000,258323784.0000,60796378.0000,137031612.0000,29596697.0000,511231531.0000
2018-05-10,483730087.0000,0.0000,1991153482.0000,83428224.0000,1026934380.0000,244679501.0000,168136347.0000,540295114.0000,19331503.0000,882951446.0000,76905317.0000,0.0000,43833096.0000,36165631.0000,58112892.0000,259540677.0000,10636000.0000,278921734.0000,245384354.0000,574037716.0000,0.0000,77664939.0000,8533854.0000,0.0000,72710184.0000,71874358.0000,154930259.0000,121073672.0000,6187932.0000,18867182.0000,412555696.0000,175109200.0000,142184725.0000,77620241.0000,216839062.0000,49297249.0000,29912233.0000,47281412.0000,178641962.0000,125336904.0000,192349832.0000,123011062.0000,80463643.0000,104665892.0000,191726201.0000,0.0000,38621264.0000,340409981.0000,171022284.0000,0.0000,858126328.0000,13186804.0000,596179507.0000,165703259.0000,1100866492.0000,452199015.0000,111489637.0000,146797047.0000,0.0000,348251899.0000,63521990.0000,119714815.0000,35975243.0000,583212219.0000
2018-05-11,250807930.0000,0.0000,1656750499.0000,67284877.0000,569397375.0000,161557525.0000,125266872.0000,203258169.0000,26903524.0000,777634434.0000,92423634.0000,0.0000,151387061.0000,30213781.0000,70564471.0000,141233833.0000,9655555.0000,280476882.0000,187641833.0000,420387274.0000,0.0000,90463927.0000,7598019.0000,0.0000,67991928.0000,81883043.0000,209098276.0000,63186309.0000,35258684.0000,24863338.0000,277840706.0000,174508071.0000,116748638.0000,92421984.0000,187724514.0000,21709802.0000,63783583.0000,45685356.0000,122441057.0000,96904720.0000,125439422.0000,76253341.0000,59199633.0000,97242307.0000,130184865.0000,0.0000,28267098.0000,214431337.0000,128480126.0000,0.0000,457992789.0000,24853336.0000,608558082.0000,150346596.0000,607287700.0000,734379103.0000,50586037.0000,111460740.0000,0.0000,182517406.0000,61597826.0000,93585307.0000,34731552.0000,492478130.0000
2018-05-14,208243478.0000,0.0000,1872348782.0000,65090647.0000,750010594.0000,174248062.0000,125020492.0000,273098299.0000,16576239.0000,683094067.0000,79289086.0000,295069422.0000,165389890.0000,15275474.0000,144798262.0000,208710827.0000,9490487.0000,145590490.0000,144214383.0000,396576720.0000,0.0000,61398755.0000,10054943.0000,0.0000,37573796.0000,119477465.0000,166730778.0000,145764712.0000,13344483.0000,32747777.0000,272748102.0000,96941743.0000,131927052.0000,83410337.0000,183465776.0000,18370868.0000,80284577.0000,53030650.0000,238179708.0000,104696336.0000,120420015.0000,80648118.0000,88430810.0000,157852524.0000,83195709.0000,0.0000,51493449.0000,231691684.0000,106229745.0000,0.0000,526296673.0000,15056795.0000,559364970.0000,114557363.0000,1774627357.0000,721780365.0000,75362897.0000,73547022.0000,0.0000,223787288.0000,43756226.0000,151895695.0000,34193133.0000,476612676.0000
2018-05-15,190014575.0000,0.0000,1432744384.0000,111618331.0000,547541736.0000,410817845.0000,334282805.0000,336751331.0000,12219680.0000,712367948.0000,70707946.0000,148506558.0000,77637140.0000,10994996.0000,240040312.0000,115343586.0000,8025879.0000,133916353.0000,147547338.0000,386241798.0000,0.0000,53129342.0000,6589768.0000,0.0000,32633891.0000,81379187.0000,122397958.0000,236338039.0000,15274862.0000,20431153.0000,378679217.0000,108491130.0000,201876071.0000,49643025.0000,175518355.0000,21829942.0000,58131958.0000,38563194.0000,155159865.0000,64690088.0000,90108559.0000,106582784.0000,57136765.0000,126046628.0000,93144626.0000,0.0000,36499208.0000,308926729.0000,110927598.0000,0.0000,512876841.0000,12148717.0000,527050173.0000,114944012.0000,847827559.0000,794064166.0000,63474075.0000,85118739.0000,0.0000,204769237.0000,61742377.0000,0.0000,62365611.0000,656782052.0000
2018-05-16,176980788.0000,0.0000,1178595048.0000,73127179.0000,678069687.0000,191579479.0000,330180979.0000,185908061.0000,15884548.0000,529145767.0000,94154020.0000,95968122.0000,48489426.0000,12884516.0000,171192935.0000,149375605.0000,7379936.0000,142035272.0000,134127322.0000,578898532.0000,0.0000,47756927.0000,5985771.0000,0.0000,32347880.0000,56799319.0000,124466421.0000,170117989.0000,8173855.0000,28330038.0000,217349756.0000,85216727.0000,83889536.0000,58275266.0000,180529190.0000,19699060.0000,57664703.0000,79972548.0000,123978843.0000,71763738.0000,79796834.0000,96349686.0000,46290425.0000,147556796.0000,74688258.0000,0.0000,35617835.0000,215226476.0000,92901271.0000,0.0000,438773424.0000,10758992.0000,378277756.0000,102895664.0000,1341236814.0000,370592943.0000,40039826.0000,76449820.0000,0.0000,168939474.0000,41466933.0000,0.0000,31563781.0000,951984884.0000
2018-05-17,199358370.0000,0.0000,1264734058.0000,68972098.0000,382071954.0000,132015785.0000,264446888.0000,168180721.0000,15757891.0000,592487785.0000,108590213.0000,79657101.0000,31779456.0000,14875543.0000,117687817.0000,128578345.0000,9284493.0000,134740365.0000,210203533.0000,481579421.0000,0.0000,40928176.0000,9943960.0000,0.0000,37455079.0000,64156136.0000,114115611.0000,231661046.0000,6447812.0000,12128512.0000,229941461.0000,164418083.0000,51975532.0000,38391030.0000,111960435.0000,16620329.0000,35466357.0000,55196462.0000,74033653.0000,55364792.0000,69240366.0000,53793228.0000,58065500.0000,102964859.0000,114591651.0000,0.0000,24661251.0000,149104792.0000,72557471.0000,0.0000,492050199.0000,12675355.0000,290033557.0000,98567468.0000,906359387.0000,805295628.0000,45466215.0000,60666129.0000,0.0000,129804477.0000,78334355.0000,0.0000,27828741.0000,466523265.0000
2018-05-18,186290739.0000,0.0000,1305101850.0000,47670188.0000,734137846.0000,248519526.0000,166756819.0000,145722790.0000,16451277.0000,623093094.0000,105415154.0000,103098194.0000,27130313.0000,9899271.0000,152674875.0000,103710502.0000,6749575.0000,122663299.0000,123602107.0000,395745985.0000,0.0000,50069152.0000,18317168.0000,0.0000,29612489.0000,41110830.0000,162244360.0000,136769214.0000,12921911.0000,14415724.0000,420144315.0000,85594060.0000,64204284.0000,44831810.0000,125151166.0000,13239726.0000,72365261.0000,45976219.0000,68142220.0000,59969417.0000,88562180.0000,59513913.0000,52291866.0000,100885724.0000,83919034.0000,0.0000,40520745.0000,197009946.0000,88904018.0000,0.0000,580141414.0000,10516003.0000,250716409.0000,377098546.0000,853179317.0000,716166756.0000,61369090.0000,72541288.0000,0.0000,118146588.0000,93948646.0000,0.0000,27522339.0000,377539553.0000
2018-05-21,202924012.0000,0.0000,2151759201.0000,76813683.0000,771367190.0000,400384816.0000,436090966.0000,304791347.0000,20612228.0000,739748066.0000,100040441.0000,166071002.0000,45920719.0000,23545604.0000,98018523.0000,127166170.0000,9238148.0000,122892633.0000,146387085.0000,472030833.0000,0.0000,83664500.0000,15793755.0000,0.0000,35996849.0000,60424842.0000,181318257.0000,86027283.0000,9411828.0000,21471870.0000,526362912.0000,126831286.0000,111129080.0000,49956819.0000,272902811.0000,24961389.0000,42868697.0000,46667470.0000,122046367.0000,120278637.0000,159031257.0000,88224408.0000,108248413.0000,190598668.0000,128383697.0000,0.0000,39010841.0000,271164968.0000,194224756.0000,0.0000,588458962.0000,16070445.0000,532997489.0000,474598966.0000,1507229552.0000,549339028.0000,49910212.0000,172366455.0000,0.0000,216023327.0000,98478241.0000,0.0000,34029004.0000,894442188.0000
2018-05-22,158659946.0000,0.0000,1445603085.0000,53883924.0000,482938972.0000,354692530.0000,320603387.0000,173360336.0000,17956988.0000,700262405.0000,72958035.0000,122761856.0000,37211835.0000,23379316.0000,69922483.0000,70648434.0000,7856202.0000,110061984.0000,115595979.0000,458163119.0000,0.0000,72534747.0000,12794605.0000,0.0000,40677475.0000,68007960.0000,164267016.0000,115260517.0000,9528053.0000,15763697.0000,359728116.0000,78185927.0000,90064891.0000,45955965.0000,197405082.0000,42506491.0000,72054159.0000,36186871.0000,117797877.0000,97037298.0000,104412427.0000,55735745.0000,92270050.0000,0.0000,193766216.0000,0.0000,49973392.0000,182365638.0000,137472115.0000,0.0000,426299794.0000,25551824.0000,369925899.0000,407993601.0000,872663890.0000,598519895.0000,36717941.0000,109090033.0000,0.0000,125166834.0000,82118134.0000,0.0000,50701596.0000,683317339.0000
2018-05-23,382954700.0000,0.0000,2213909040.0000,99174776.0000,1095038888.0000,443852281.0000,212338175.0000,260064993.0000,18194064.0000,957483891.0000,57040122.0000,214608293.0000,39563824.0000,13931864.0000,69473222.0000,76000100.0000,11501643.0000,167364238.0000,137936494.0000,901584086.0000,0.0000,65503960.0000,12321746.0000,0.0000,74506569.0000,71584126.0000,310842897.0000,93702079.0000,23720434.0000,18989549.0000,286703755.0000,99178927.0000,109930204.0000,56440061.0000,206489450.0000,28044212.0000,29176128.0000,39702845.0000,173911293.0000,138964408.0000,138332976.0000,109213143.0000,102808123.0000,0.0000,212797091.0000,0.0000,29408095.0000,347458050.0000,208688264.0000,0.0000,650479106.0000,20473937.0000,526210340.0000,565026866.0000,1021015259.0000,409312544.0000,96240962.0000,113492625.0000,0.0000,150851135.0000,77470226.0000,0.0000,34082892.0000,692382827.0000
2018-05-24,214554717.0000,0.0000,1418875070.0000,73712583.0000,665290107.0000,268812674.0000,223242843.0000,323908562.0000,14996136.0000,477997683.0000,51710092.0000,113352544.0000,30146744.0000,10025116.0000,77389308.0000,77200509.0000,9445600.0000,153189314.0000,120313079.0000,578843827.0000,0.0000,57923181.0000,7708339.0000,0.0000,256006704.0000,130753979.0000,200872253.0000,120272194.0000,18497467.0000,12670313.0000,652992608.0000,116718207.0000,132584216.0000,45440493.0000,105696647.0000,16370424.0000,67581960.0000,37477871.0000,86919111.0000,101407936.0000,121021895.0000,92477991.0000,71678868.0000,0.0000,105510075.0000,0.0000,33365985.0000,204142671.0000,114477106.0000,0.0000,502048855.0000,14991869.0000,354214346.0000,364138046.0000,687078816.0000,878629109.0000,54405568.0000,67375091.0000,0.0000,137431189.0000,40404533.0000,0.0000,43050018.0000,563073056.0000
2018-05-25,156326921.0000,0.0000,1666365112.0000,74571179.0000,699073685.0000,242631255.0000,172495098.0000,475061117.0000,28149801.0000,539488058.0000,128531047.0000,101751119.0000,32439096.0000,11885120.0000,75194494.0000,127312620.0000,6833738.0000,188334633.0000,216041072.0000,460290193.0000,0.0000,62346082.0000,11878638.0000,0.0000,291047831.0000,65856729.0000,166399590.0000,53091317.0000,17158065.0000,0.0000,633385988.0000,150026939.0000,140946403.0000,48792306.0000,101933264.0000,15866654.0000,44441329.0000,39881198.0000,82343918.0000,100865347.0000,87082632.0000,60575333.0000,75935250.0000,0.0000,124279946.0000,0.0000,41116060.0000,250325047.0000,201879318.0000,0.0000,516331661.0000,12045027.0000,307151619.0000,382168622.0000,1046059279.0000,591803740.0000,61228965.0000,88379873.0000,0.0000,137538637.0000,76399832.0000,0.0000,24334396.0000,493058169.0000
2018-05-28,163958904.0000,0.0000,1119366793.0000,51116725.0000,468698592.0000,214387525.0000,245791555.0000,175167981.0000,37448519.0000,468254952.0000,93488429.0000,83709483.0000,32494623.0000,12717121.0000,59584479.0000,104708104.0000,7899507.0000,89995857.0000,125052866.0000,458155482.0000,0.0000,36927373.0000,12130090.0000,0.0000,162434155.0000,36261352.0000,109249700.0000,83344004.0000,10455087.0000,33504749.0000,557205836.0000,99465362.0000,74612159.0000,46530427.0000,196485121.0000,24590444.0000,31874134.0000,41355273.0000,118435648.0000,63626755.0000,124698518.0000,37506462.0000,72259022.0000,0.0000,122918825.0000,0.0000,40855940.0000,165381652.0000,105064239.0000,0.0000,400492650.0000,16343158.0000,346714347.0000,361415935.0000,610608896.0000,619552518.0000,38458019.0000,74246998.0000,0.0000,126485663.0000,142071842.0000,0.0000,33159165.0000,497741472.0000
2018-05-29,106813319.0000,0.0000,912770643.0000,36299419.0000,569870130.0000,177206600.0000,163359445.0000,145336381.0000,46644386.0000,488034242.0000,49409534.0000,127052313.0000,31256366.0000,19255032.0000,32613768.0000,81482731.0000,7134892.0000,60254158.0000,108575281.0000,279196673.0000,0.0000,34532189.0000,11473446.0000,0.0000,101108162.0000,26224124.0000,111056863.0000,38798252.0000,17835948.0000,39152950.0000,592370111.0000,71708558.0000,52830231.0000,31674595.0000,162255316.0000,27241748.0000,76706022.0000,26666049.0000,48096138.0000,86114386.0000,75256714.0000,27050921.0000,49771634.0000,0.0000,138667696.0000,0.0000,21209200.0000,121037061.0000,67353394.0000,0.0000,293585930.0000,12622854.0000,360691042.0000,232244044.0000,617617150.0000,454768284.0000,34621398.0000,62522185.0000,0.0000,102104606.0000,93628961.0000,0.0000,46799493.0000,530120079.0000
2018-05-30,200493692.0000,0.0000,1672456450.0000,78083947.0000,513840834.0000,225736441.0000,202848406.0000,270031057.0000,35235721.0000,642403625.0000,75083704.0000,123845328.0000,60064897.0000,16694669.0000,53362515.0000,84427449.0000,17175088.0000,124454622.0000,138393628.0000,640469403.0000,0.0000,90486266.0000,18350738.0000,0.0000,302959387.0000,85045923.0000,163944633.0000,112034932.0000,17937162.0000,30109345.0000,346362569.0000,94971161.0000,89785577.0000,39389922.0000,153885124.0000,17492833.0000,78957278.0000,38583197.0000,88317198.0000,79901723.0000,96071713.0000,57735901.0000,66419423.0000,0.0000,125451589.0000,0.0000,49306736.0000,252029636.0000,126936689.0000,0.0000,511263226.0000,18391009.0000,356480071.0000,594521286.0000,1218771251.0000,494817784.0000,47743021.0000,63903282.0000,0.0000,124137655.0000,81138351.0000,0.0000,41556947.0000,620065144.0000
2018-05-31,135757306.0000,0.0000,1417496334.0000,47219092.0000,454701022.0000,190917788.0000,339961600.0000,182165159.0000,16843672.0000,758811076.0000,70064912.0000,96674932.0000,31875357.0000,9287025.0000,28778547.0000,213148634.0000,12640235.0000,92532734.0000,115752489.0000,496076132.0000,0.0000,46167383.0000,7540644.0000,0.0000,375679101.0000,66389406.0000,135784767.0000,44858530.0000,13862583.0000,21169041.0000,384925285.0000,100396626.0000,76231177.0000,39494539.0000,146774290.0000,11076070.0000,28603947.0000,52639299.0000,53255400.0000,77958138.0000,63896512.0000,89590066.0000,44458583.0000,0.0000,82716075.0000,0.0000,23875860.0000,209769351.0000,124504160.0000,0.0000,501339194.0000,12844242.0000,326791438.0000,587069652.0000,688047963.0000,584507479.0000,26877481.0000,48830206.0000,0.0000,189056682.0000,43657625.0000,0.0000,81054041.0000,577660925.0000
2018-06-01,142074779.0000,0.0000,1252874321.0000,48491242.0000,331036372.0000,196866218.0000,180420996.0000,184043328.0000,14491955.0000,605634495.0000,51865658.0000,103042850.0000,39778668.0000,7848109.0000,34304596.0000,219053770.0000,6983446.0000,78467213.0000,89151609.0000,330747198.0000,0.0000,64560645.0000,9412986.0000,0.0000,220908528.0000,44078136.0000,113428476.0000,62921658.0000,14061257.0000,14487390.0000,386479142.0000,100061602.0000,83122202.0000,36240175.0000,112547856.0000,15866366.0000,28834276.0000,37949212.0000,65570230.0000,79435605.0000,60682130.0000,38763577.0000,55148875.0000,0.0000,63598085.0000,0.0000,24610125.0000,181646833.0000,111534780.0000,0.0000,456206621.0000,9280572.0000,352979730.0000,528753779.0000,753360765.0000,1122022135.0000,32610401.0000,41553345.0000,0.0000,138770339.0000,52353870.0000,0.0000,55196486.0000,613794957.0000
2018-06-04,102543231.0000,0.0000,1277546957.0000,43621373.0000,913369968.0000,144546927.0000,117041917.0000,188154612.0000,36574254.0000,586448721.0000,46261105.0000,216045770.0000,42751879.0000,13437375.0000,33392953.0000,84906932.0000,11860347.0000,51664567.0000,75592689.0000,339445094.0000,0.0000,30725270.0000,0.0000,0.0000,170996464.0000,32085559.0000,121724065.0000,51405056.0000,6097837.0000,11967050.0000,237467196.0000,175276707.0000,66593416.0000,31179009.0000,318188640.0000,11940681.0000,45151547.0000,55154392.0000,55461635.0000,46418515.0000,88230580.0000,65039461.0000,45745342.0000,0.0000,61182913.0000,0.0000,18617227.0000,141222094.0000,63241917.0000,0.0000,377613018.0000,16827587.0000,281664850.0000,411389911.0000,802756685.0000,97038760.0000,52498787.0000,40548050.0000,0.0000,97675843.0000,82538285.0000,0.0000,102391173.0000,576349905.0000
2018-06-05,86385131.0000,0.0000,1299909824.0000,38993207.0000,752969745.0000,177829022.0000,132016699.0000,139478347.0000,19719530.0000,623862832.0000,67731103.0000,142351056.0000,0.0000,7160930.0000,51679249.0000,268202679.0000,10101928.0000,80511121.0000,109285396.0000,359567837.0000,0.0000,38497648.0000,0.0000,0.0000,207188926.0000,96040063.0000,108685417.0000,44399691.0000,4183002.0000,20553875.0000,984640491.0000,248265236.0000,70148231.0000,34434926.0000,145147367.0000,19032865.0000,23308825.0000,58419021.0000,61697567.0000,60218802.0000,73973024.0000,60410277.0000,51679832.0000,217863566.0000,74273446.0000,0.0000,23357145.0000,145885968.0000,71379120.0000,0.0000,365307663.0000,12766432.0000,257238187.0000,512561561.0000,1528971548.0000,127088736.0000,36023756.0000,38548526.0000,0.0000,105637754.0000,54436124.0000,0.0000,91148625.0000,641791955.0000
2018-06-06,76451382.0000,0.0000,1096367657.0000,28917100.0000,409627712.0000,110379640.0000,117310512.0000,137950222.0000,17237519.0000,425991654.0000,48801438.0000,102560901.0000,0.0000,7185762.0000,27983550.0000,120708152.0000,7483778.0000,58471148.0000,86269782.0000,317777795.0000,0.0000,38316910.0000,0.0000,0.0000,154535402.0000,78426959.0000,85984066.0000,71739298.0000,11396657.0000,11587346.0000,608291035.0000,100987279.0000,49495588.0000,27791964.0000,87489462.0000,24025921.0000,23094730.0000,53817017.0000,57216792.0000,45950014.0000,83256422.0000,43528961.0000,42766776.0000,142349600.0000,73072165.0000,0.0000,17814518.0000,116550048.0000,75037265.0000,0.0000,316754318.0000,10038179.0000,203897728.0000,275071631.0000,907682620.0000,2727074768.0000,27562914.0000,48801363.0000,0.0000,167391202.0000,54409539.0000,0.0000,68983342.0000,515632807.0000
2018-06-07,91535334.0000,0.0000,821134036.0000,23097937.0000,328346403.0000,130092475.0000,83266774.0000,119356814.0000,17155742.0000,321494856.0000,36716584.0000,144374226.0000,0.0000,12377543.0000,27958786.0000,64367726.0000,5836328.0000,51543749.0000,74843297.0000,261432393.0000,0.0000,53400156.0000,0.0000,0.0000,135782819.0000,45654605.0000,71992103.0000,128269739.0000,5943954.0000,20920711.0000,349845233.0000,119574197.0000,44286935.0000,25579110.0000,123348936.0000,14572854.0000,22432793.0000,35827532.0000,35352930.0000,41710345.0000,71789209.0000,22839777.0000,39771690.0000,108932687.0000,65786531.0000,0.0000,21014657.0000,103751942.0000,59222666.0000,0.0000,291049266.0000,9577472.0000,181249789.0000,281417394.0000,1007097362.0000,1087492235.0000,23761275.0000,27496554.0000,0.0000,125829084.0000,38382062.0000,0.0000,119473106.0000,380339803.0000
2018-06-08,92689186.0000,0.0000,943523219.0000,37155228.0000,301422489.0000,119423619.0000,84975718.0000,177584369.0000,27170041.0000,385898500.0000,34657673.0000,120617076.0000,0.0000,23864137.0000,26143315.0000,102856100.0000,9134012.0000,60441840.0000,85208356.0000,294511550.0000,0.0000,38672164.0000,0.0000,0.0000,92498421.0000,45725401.0000,92729131.0000,108825122.0000,6650772.0000,22212474.0000,295737672.0000,105977147.0000,66144502.0000,27327851.0000,156264616.0000,15264635.0000,13467921.0000,26804046.0000,54311513.0000,43856309.0000,141511217.0000,36056439.0000,58855378.0000,94970415.0000,83086718.0000,0.0000,27911820.0000,120341015.0000,82441105.0000,0.0000,409482018.0000,16637217.0000,203214597.0000,171339303.0000,875320804.0000,739233332.0000,23579890.0000,35150996.0000,0.0000,133748451.0000,32475644.0000,0.0000,45406536.0000,514015498.0000
